STATIONS_ID;MESS_DATUM;QN_6;  RS; RSF;SH_TAG;eor
        691;18910418;    5;   0.1;   1;   0;eor
        691;18910419;    5;   0.1;   1;   0;eor
        691;18910420;    5;   0.1;   1;   0;eor
        691;18910421;    5;   1.1;   1;   0;eor
        691;18910422;    5;   0.0;   0;   0;eor
        691;18910423;    5;   0.1;   1;   0;eor
        691;18910424;    5;   0.0;   0;   0;eor
        691;18910425;    5;   0.0;   0;   0;eor
        691;18910426;    5;   0.0;   0;   0;eor
        691;18910427;    5;   0.0;   0;   0;eor
        691;18910428;    5;   1.8;   1;   0;eor
        691;18910429;    5;   0.8;   1;   0;eor
        691;18910430;    5;   7.1;   1;   0;eor
        691;18910501;    5;   1.3;   1;   0;eor
        691;18910502;    5;   1.1;   1;   0;eor
        691;18910503;    5;   0.0;   0;   0;eor
        691;18910504;    5;   0.0;   0;   0;eor
        691;18910505;    5;   0.0;   0;   0;eor
        691;18910506;    5;   0.0;   0;   0;eor
        691;18910507;    5;   0.0;   1;   0;eor
        691;18910508;    5;   0.0;   1;   0;eor
        691;18910509;    5;   0.0;   0;   0;eor
        691;18910510;    5;   0.0;   1;   0;eor
        691;18910511;    5;   0.0;   0;   0;eor
        691;18910512;    5;   0.0;   0;   0;eor
        691;18910513;    5;   0.0;   0;   0;eor
        691;18910514;    5;   0.0;   1;   0;eor
        691;18910515;    5;   0.0;   1;   0;eor
        691;18910516;    5;   1.2;   1;   0;eor
        691;18910517;    5;  10.6;   1;   0;eor
        691;18910518;    5;   5.4;   1;   0;eor
        691;18910519;    5;   1.9;   1;   0;eor
        691;18910520;    5;   0.0;   1;   0;eor
        691;18910521;    5;   0.2;   1;   0;eor
        691;18910522;    5;   0.1;   1;   0;eor
        691;18910523;    5;   0.2;   1;   0;eor
        691;18910524;    5;  10.1;   1;   0;eor
        691;18910525;    5;   0.1;   1;   0;eor
        691;18910526;    5;   0.0;   0;   0;eor
        691;18910527;    5;   0.3;   1;   0;eor
        691;18910528;    5;   0.2;   1;   0;eor
        691;18910529;    5;   0.0;   0;   0;eor
        691;18910530;    5;   0.0;   0;   0;eor
        691;18910531;    5;   0.0;   0;   0;eor
        691;18910601;    5;   0.0;   0;   0;eor
        691;18910602;    5;   0.0;   1;   0;eor
        691;18910603;    5;   0.0;   0;   0;eor
        691;18910604;    5;   0.0;   0;   0;eor
        691;18910605;    5;   0.0;   0;   0;eor
        691;18910606;    5;   0.0;   0;   0;eor
        691;18910607;    5;   0.2;   1;   0;eor
        691;18910608;    5;   3.3;   1;   0;eor
        691;18910609;    5;  16.4;   1;   0;eor
        691;18910610;    5;   0.3;   1;   0;eor
        691;18910611;    5;   0.1;   1;   0;eor
        691;18910612;    5;   1.2;   1;   0;eor
        691;18910613;    5;   3.2;   1;   0;eor
        691;18910614;    5;   1.5;   1;   0;eor
        691;18910615;    5;   2.4;   1;   0;eor
        691;18910616;    5;   1.6;   1;   0;eor
        691;18910617;    5;   0.0;   0;   0;eor
        691;18910618;    5;   0.0;   1;   0;eor
        691;18910619;    5;   0.1;   1;   0;eor
        691;18910620;    5;   0.0;   0;   0;eor
        691;18910621;    5;   0.0;   0;   0;eor
        691;18910622;    5;   1.5;   1;   0;eor
        691;18910623;    5;   0.0;   0;   0;eor
        691;18910624;    5;   0.0;   0;   0;eor
        691;18910625;    5;   0.0;   1;   0;eor
        691;18910626;    5;  29.3;   1;   0;eor
        691;18910627;    5;   7.5;   1;   0;eor
        691;18910628;    5;   0.0;   0;   0;eor
        691;18910629;    5;   4.6;   1;   0;eor
        691;18910630;    5;   0.0;   0;   0;eor
        691;18910701;    5;  10.8;   1;   0;eor
        691;18910702;    5;   0.5;   1;   0;eor
        691;18910703;    5;   8.3;   1;   0;eor
        691;18910704;    5;   0.2;   1;   0;eor
        691;18910705;    5;   0.9;   1;   0;eor
        691;18910706;    5;   7.5;   1;   0;eor
        691;18910707;    5;   0.9;   1;   0;eor
        691;18910708;    5;   1.2;   1;   0;eor
        691;18910709;    5;  15.8;   1;   0;eor
        691;18910710;    5;   2.7;   1;   0;eor
        691;18910711;    5;   1.3;   1;   0;eor
        691;18910712;    5;   0.0;   1;   0;eor
        691;18910713;    5;   3.8;   1;   0;eor
        691;18910714;    5;  19.2;   1;   0;eor
        691;18910715;    5;  13.8;   1;   0;eor
        691;18910716;    5;   0.0;   0;   0;eor
        691;18910717;    5;   0.0;   0;   0;eor
        691;18910718;    5;   0.0;   0;   0;eor
        691;18910719;    5;   7.0;   1;   0;eor
        691;18910720;    5;   0.1;   1;   0;eor
        691;18910721;    5;   1.1;   1;   0;eor
        691;18910722;    5;  30.1;   1;   0;eor
        691;18910723;    5;   4.6;   1;   0;eor
        691;18910724;    5;   1.7;   1;   0;eor
        691;18910725;    5;   0.6;   1;   0;eor
        691;18910726;    5;   0.1;   1;   0;eor
        691;18910727;    5;  39.9;   1;   0;eor
