STATIONS_ID;MESS_DATUM_BEGINN;MESS_DATUM_ENDE;QN_6;MO_NSH;MO_RR;MO_SH_S;MX_RS;eor
        691;19230301;19230331;    5;   -999;    16.4;-999;    3.5;eor
        691;19230401;19230430;    5;   -999;    19.0;-999;    5.4;eor
        691;19230501;19230531;    5;   -999;    67.7;-999;   14.9;eor
        691;19230601;19230630;    5;   -999;    42.5;-999;    7.5;eor
        691;19230701;19230731;    5;   -999;   110.9;-999;   20.5;eor
        691;19230801;19230831;    5;   -999;    68.8;-999;   14.6;eor
        691;19230901;19230930;    5;   -999;    42.1;-999;    9.2;eor
        691;19231001;19231031;    5;   -999;    74.0;-999;   10.2;eor
        691;19231101;19231130;    5;   -999;    24.8;-999;    3.7;eor
        691;19231201;19231231;    5;   -999;    42.8;-999;    8.1;eor
        691;19240101;19240131;    5;   -999;    24.9;-999;    7.8;eor
        691;19240201;19240229;    5;   -999;    30.4;-999;   10.1;eor
        691;19240301;19240331;    5;   -999;    27.3;-999;    6.6;eor
        691;19240401;19240430;    5;   -999;    74.5;-999;   17.3;eor
        691;19240501;19240531;    5;   -999;    60.7;-999;   12.8;eor
        691;19240601;19240630;    5;   -999;    68.4;-999;   16.8;eor
        691;19240701;19240731;    5;   -999;    96.4;-999;   17.5;eor
        691;19240801;19240831;    5;   -999;   108.0;-999;   16.3;eor
        691;19240901;19240930;    5;   -999;    78.8;-999;   19.2;eor
        691;19241001;19241031;    5;   -999;    40.0;-999;   10.9;eor
        691;19241101;19241130;    5;   -999;    13.2;-999;    5.0;eor
        691;19241201;19241231;    5;   -999;    12.6;-999;    2.6;eor
        691;19250101;19250131;    5;   -999;    34.4;-999;    7.8;eor
        691;19250201;19250228;    5;   -999;    46.1;-999;    7.8;eor
        691;19250301;19250331;    5;   -999;    77.0;-999;   18.0;eor
        691;19250401;19250430;    5;   -999;    32.0;-999;    9.9;eor
        691;19250501;19250531;    5;   -999;    31.0;-999;    7.0;eor
        691;19250601;19250630;    5;   -999;    40.9;-999;   12.4;eor
        691;19250701;19250731;    5;   -999;    45.3;-999;   17.6;eor
        691;19250801;19250831;    5;   -999;    48.8;-999;   14.6;eor
        691;19250901;19250930;    5;   -999;    78.6;-999;    9.2;eor
        691;19251001;19251031;    5;   -999;    52.6;-999;   10.0;eor
        691;19251101;19251130;    5;   -999;    50.6;-999;    8.6;eor
        691;19251201;19251231;    5;   -999;   113.8;-999;   31.3;eor
        691;19260101;19260131;    5;   -999;    67.8;-999;   13.5;eor
        691;19260201;19260228;    5;   -999;    67.5;-999;   16.3;eor
        691;19260301;19260331;    5;   -999;    46.1;-999;   12.1;eor
        691;19260401;19260430;    5;   -999;    18.3;-999;    5.4;eor
        691;19260501;19260531;    5;   -999;   106.5;-999;   23.9;eor
        691;19260601;19260630;    5;   -999;    36.5;-999;    6.6;eor
        691;19260701;19260731;    5;   -999;    68.8;-999;   12.2;eor
        691;19260801;19260831;    5;   -999;    65.2;-999;   12.0;eor
        691;19260901;19260930;    5;   -999;    56.6;-999;   10.1;eor
        691;19261001;19261031;    5;   -999;   111.5;-999;   18.1;eor
        691;19261101;19261130;    5;   -999;    36.1;-999;    8.7;eor
        691;19261201;19261231;    5;   -999;    43.8;-999;   11.3;eor
        691;19270101;19270131;    5;   -999;    47.5;-999;    8.1;eor
        691;19270201;19270228;    5;   -999;    23.0;-999;    8.1;eor
        691;19270301;19270331;    5;   -999;    46.0;-999;    7.2;eor
        691;19270401;19270430;    5;   -999;    83.9;-999;   16.7;eor
        691;19270501;19270531;    5;   -999;    39.9;-999;    9.9;eor
        691;19270601;19270630;    5;   -999;    80.2;-999;   11.8;eor
        691;19270701;19270731;    5;   -999;    82.4;-999;   22.1;eor
        691;19270801;19270831;    5;   -999;   118.6;-999;   17.0;eor
        691;19270901;19270930;    5;   -999;   114.2;-999;   40.4;eor
        691;19271001;19271031;    5;   -999;    33.3;-999;    5.3;eor
        691;19271101;19271130;    5;   -999;    24.0;-999;    6.3;eor
        691;19271201;19271231;    5;   -999;    44.1;-999;   12.2;eor
        691;19280101;19280131;    5;   -999;    58.0;-999;   10.4;eor
        691;19280201;19280229;    5;   -999;    46.0;-999;   12.9;eor
        691;19280301;19280331;    5;   -999;    13.2;-999;    2.3;eor
        691;19280401;19280430;    5;   -999;    59.0;-999;   16.7;eor
        691;19280501;19280531;    5;   -999;    91.9;-999;   29.1;eor
        691;19280601;19280630;    5;   -999;    39.8;-999;    7.0;eor
        691;19280701;19280731;    5;   -999;    33.7;-999;   11.4;eor
        691;19280801;19280831;    5;   -999;    80.1;-999;   13.5;eor
        691;19280901;19280930;    5;   -999;    14.1;-999;    5.8;eor
        691;19281001;19281031;    5;   -999;    71.9;-999;   13.8;eor
        691;19281101;19281130;    5;   -999;   109.6;-999;   12.8;eor
        691;19281201;19281231;    5;   -999;    43.8;-999;    7.9;eor
        691;19290101;19290131;    5;   -999;    13.3;-999;    3.6;eor
        691;19290201;19290228;    5;   -999;    21.5;-999;    7.6;eor
        691;19290301;19290331;    5;   -999;     8.2;-999;    2.8;eor
        691;19290401;19290430;    5;   -999;    43.1;-999;    8.6;eor
        691;19290501;19290531;    5;   -999;    12.4;-999;    8.1;eor
        691;19290601;19290630;    5;   -999;    66.5;-999;   19.8;eor
        691;19290701;19290731;    5;   -999;    45.0;-999;   12.4;eor
        691;19290801;19290831;    5;   -999;    26.1;-999;    6.9;eor
        691;19290901;19290930;    5;   -999;    41.7;-999;   14.2;eor
        691;19291001;19291031;    5;   -999;    69.7;-999;   20.6;eor
        691;19291101;19291130;    5;   -999;    27.5;-999;    6.9;eor
        691;19291201;19291231;    5;   -999;    71.4;-999;   12.6;eor
        691;19300101;19300131;    5;   -999;    24.3;-999;    5.3;eor
        691;19300201;19300228;    5;   -999;    11.0;-999;    3.2;eor
        691;19300301;19300331;    5;   -999;    22.4;-999;    9.1;eor
        691;19300401;19300430;    5;   -999;    40.9;-999;   11.0;eor
        691;19300501;19300531;    5;   -999;    75.7;-999;   16.3;eor
        691;19300601;19300630;    5;   -999;    36.0;-999;   20.0;eor
        691;19300701;19300731;    5;   -999;    58.3;-999;   19.0;eor
        691;19300801;19300831;    5;   -999;    88.1;-999;   19.7;eor
        691;19300901;19300930;    5;   -999;   102.7;-999;   26.2;eor
        691;19301001;19301031;    5;   -999;    54.2;-999;   13.1;eor
        691;19301101;19301130;    5;   -999;   101.1;-999;   12.1;eor
        691;19301201;19301231;    5;   -999;    24.7;-999;    5.4;eor
        691;19310101;19310131;    5;   -999;    81.2;-999;   10.8;eor
        691;19310201;19310228;    5;   -999;    49.5;-999;   10.3;eor
        691;19310301;19310331;    5;   -999;    22.9;-999;    8.6;eor
        691;19310401;19310430;    5;   -999;    76.3;-999;   15.1;eor
        691;19310501;19310531;    5;   -999;    32.6;-999;    6.5;eor
        691;19310601;19310630;    5;   -999;    41.4;-999;    9.9;eor
        691;19310701;19310731;    5;   -999;   107.9;-999;   23.7;eor
        691;19310801;19310831;    5;   -999;    72.3;-999;   20.7;eor
        691;19310901;19310930;    5;   -999;    67.1;-999;   32.3;eor
        691;19311001;19311031;    5;   -999;    39.7;-999;    8.2;eor
        691;19311101;19311130;    5;   -999;    15.3;-999;    2.7;eor
        691;19311201;19311231;    5;   -999;    32.2;-999;    6.2;eor
        691;19320101;19320131;    5;   -999;    77.5;-999;   41.2;eor
        691;19320201;19320229;    5;   -999;     9.1;-999;    5.3;eor
        691;19320301;19320331;    5;   -999;    24.5;-999;    7.2;eor
        691;19320401;19320430;    5;   -999;    61.0;-999;   14.9;eor
        691;19320501;19320531;    5;   -999;    98.7;-999;   22.6;eor
        691;19320601;19320630;    5;   -999;    14.3;-999;    4.5;eor
        691;19320701;19320731;    5;   -999;   103.2;-999;   52.4;eor
        691;19320801;19320831;    5;   -999;    58.1;-999;   15.7;eor
        691;19320901;19320930;    5;   -999;    85.0;-999;   18.7;eor
        691;19321001;19321031;    5;   -999;   114.0;-999;   18.4;eor
        691;19321101;19321130;    5;   -999;    27.1;-999;    7.3;eor
        691;19321201;19321231;    5;   -999;     6.7;-999;    2.0;eor
        691;19330101;19330131;    5;   -999;    26.5;-999;    6.3;eor
        691;19330201;19330228;    5;   -999;    41.6;-999;   11.2;eor
        691;19330301;19330331;    5;   -999;    30.4;-999;   12.5;eor
        691;19330401;19330430;    5;   -999;    24.0;-999;    5.4;eor
        691;19330501;19330531;    5;   -999;    29.5;-999;    9.0;eor
        691;19330601;19330630;    5;   -999;   131.0;-999;   36.9;eor
        691;19330701;19330731;    5;   -999;    78.1;-999;   11.8;eor
        691;19330801;19330831;    5;   -999;    47.1;-999;   14.5;eor
        691;19330901;19330930;    5;   -999;    24.6;-999;   10.8;eor
        691;19331001;19331031;    5;   -999;    48.5;-999;   13.2;eor
        691;19331101;19331130;    5;   -999;    40.1;-999;   12.8;eor
        691;19331201;19331231;    5;   -999;    14.1;-999;    5.0;eor
        691;19340101;19340131;    5;   -999;    39.2;-999;   10.1;eor
        691;19340201;19340228;    5;   -999;    26.6;-999;    7.8;eor
        691;19340301;19340331;    5;   -999;    39.0;-999;    9.1;eor
        691;19340401;19340430;    5;   -999;    31.9;-999;    6.3;eor
        691;19340501;19340531;    5;   -999;    24.5;-999;    5.4;eor
        691;19340601;19340630;    5;   -999;    79.5;-999;   30.3;eor
        691;19340701;19340731;    5;   -999;    35.0;-999;   11.2;eor
        691;19340801;19340831;    5;   -999;    53.5;-999;   17.7;eor
        691;19340901;19340930;    5;   -999;    40.7;-999;   17.8;eor
        691;19341001;19341031;    5;   -999;    92.7;-999;   16.3;eor
        691;19341101;19341130;    5;   -999;    31.4;-999;   16.1;eor
        691;19341201;19341231;    5;   -999;    60.0;-999;   17.1;eor
        691;19350101;19350131;    5;   -999;    47.5;-999;    8.9;eor
        691;19350201;19350228;    5;   -999;    72.7;-999;   13.2;eor
        691;19350301;19350331;    5;   -999;    30.8;-999;    7.5;eor
        691;19350401;19350430;    5;   -999;    57.3;-999;   13.6;eor
        691;19350501;19350531;    5;   -999;    60.2;-999;   24.1;eor
        691;19350601;19350630;    5;   -999;    75.0;-999;   28.3;eor
        691;19350701;19350731;    5;   -999;    81.6;-999;   17.2;eor
        691;19350801;19350831;    5;   -999;    42.5;-999;   11.1;eor
        691;19350901;19350930;    5;   -999;   104.0;-999;   16.7;eor
        691;19351001;19351031;    5;   -999;    68.1;-999;   15.0;eor
        691;19351101;19351130;    5;   -999;    50.0;-999;    9.3;eor
        691;19351201;19351231;    5;   -999;    34.3;-999;    6.5;eor
        691;19360101;19360131;    5;   -999;    47.1;      5;   10.1;eor
        691;19360201;19360229;    5;   -999;    64.3;      7;   16.1;eor
        691;19360301;19360331;    5;   -999;    11.8;      0;    2.8;eor
        691;19360401;19360430;    5;   -999;   121.4;      1;   29.5;eor
        691;19360501;19360531;    5;   -999;    37.8;      0;   11.7;eor
        691;19360601;19360630;    5;   -999;     5.6;      0;    1.8;eor
        691;19360701;19360731;    5;   -999;   120.4;      0;   25.9;eor
        691;19360801;19360831;    5;   -999;    65.0;      0;   18.8;eor
        691;19360901;19360930;    5;   -999;    67.8;      0;   17.3;eor
        691;19361001;19361031;    5;   -999;    71.8;      0;    9.2;eor
        691;19361101;19361130;    5;   -999;    57.0;      0;   15.5;eor
        691;19361201;19361231;    5;   -999;    32.9;      0;    6.6;eor
        691;19370101;19370131;    5;   -999;    59.3;      6;   13.7;eor
        691;19370201;19370228;    5;   -999;   114.4;      8;   12.6;eor
        691;19370301;19370331;    5;   -999;    61.7;     23;   12.7;eor
        691;19370401;19370430;    5;   -999;    51.9;      0;   10.3;eor
        691;19370501;19370531;    5;   -999;    57.3;      0;   18.7;eor
        691;19370601;19370630;    5;   -999;    80.6;      0;   25.4;eor
        691;19370701;19370731;    5;   -999;    59.6;      0;   12.6;eor
        691;19370801;19370831;    5;   -999;    48.1;      0;   15.9;eor
        691;19370901;19370930;    5;   -999;    82.4;      0;   21.0;eor
        691;19371001;19371031;    5;   -999;    13.3;      0;    5.4;eor
        691;19371101;19371130;    5;   -999;    24.9;      0;    6.4;eor
        691;19371201;19371231;    5;   -999;    33.9;     96;    5.7;eor
        691;19380101;19380131;    5;   -999;    96.2;      8;   21.6;eor
        691;19380201;19380228;    5;   -999;    22.0;      2;    8.7;eor
        691;19380301;19380331;    5;   -999;    32.3;      0;   14.1;eor
        691;19380401;19380430;    5;   -999;    28.6;      2;    6.0;eor
        691;19380501;19380531;    5;   -999;    63.4;      0;   24.1;eor
        691;19380601;19380630;    5;   -999;    60.6;      0;   15.2;eor
        691;19380701;19380731;    5;   -999;    65.9;      0;   13.3;eor
        691;19380801;19380831;    5;   -999;   108.9;      0;   44.7;eor
        691;19380901;19380930;    5;   -999;    41.1;      0;   11.2;eor
        691;19381001;19381031;    5;   -999;    95.6;      0;   20.5;eor
        691;19381101;19381130;    5;   -999;    55.8;      0;   15.1;eor
        691;19381201;19381231;    5;   -999;    44.7;     90;    8.6;eor
        691;19390101;19390131;    5;   -999;    64.1;     42;   10.1;eor
        691;19390201;19390228;    5;   -999;    23.2;      0;    4.9;eor
        691;19390301;19390331;    5;   -999;    57.7;      9;   13.3;eor
        691;19390401;19390430;    5;   -999;   105.8;      0;   19.0;eor
        691;19390501;19390531;    5;   -999;    36.1;      0;   20.4;eor
        691;19390601;19390630;    5;   -999;    19.2;      0;    9.5;eor
        691;19390701;19390731;    5;   -999;   114.5;      0;   25.8;eor
        691;19390801;19390831;    5;   -999;   108.8;      0;   26.0;eor
        691;19390901;19390930;    5;   -999;    31.8;      0;   15.8;eor
        691;19391001;19391031;    5;   -999;    82.0;      0;   18.9;eor
        691;19391101;19391130;    5;   -999;   124.3;      0;   25.9;eor
        691;19391201;19391231;    5;   -999;    42.7;     15;   15.3;eor
        691;19400101;19400131;    5;   -999;    15.1;    225;    6.1;eor
        691;19400201;19400229;    5;   -999;    25.8;    237;    5.8;eor
        691;19400301;19400331;    5;   -999;    83.1;     26;   10.5;eor
        691;19400401;19400430;    5;   -999;    77.0;      0;   15.4;eor
        691;19400501;19400531;    5;   -999;    21.8;      0;   11.0;eor
        691;19400601;19400630;    5;   -999;    63.6;      0;   26.4;eor
        691;19400701;19400731;    5;   -999;   116.8;      0;   16.6;eor
        691;19400801;19400831;    5;   -999;    73.7;      0;   11.4;eor
        691;19400901;19400930;    5;   -999;    62.5;      0;   12.1;eor
        691;19401001;19401031;    5;   -999;    64.2;      2;   31.3;eor
        691;19401101;19401130;    5;   -999;   104.3;      0;   30.7;eor
        691;19401201;19401231;    5;   -999;   101.1;      9;   22.6;eor
        691;19410101;19410131;    5;   -999;    42.1;     98;   12.5;eor
        691;19410201;19410228;    5;   -999;    70.9;     58;   17.9;eor
        691;19410301;19410331;    5;   -999;    45.5;      2;   13.6;eor
        691;19410401;19410430;    5;   -999;    23.6;      0;    5.1;eor
        691;19410501;19410531;    5;   -999;    26.8;      0;    7.5;eor
        691;19410601;19410630;    5;   -999;    21.5;      0;    8.3;eor
        691;19410701;19410731;    5;   -999;    81.5;      0;   40.1;eor
        691;19410801;19410831;    5;   -999;   122.4;      0;   19.8;eor
        691;19410901;19410930;    5;   -999;    54.6;      0;   20.6;eor
        691;19411001;19411031;    5;   -999;   127.3;      0;   22.3;eor
        691;19411101;19411130;    5;   -999;    38.2;     14;    7.5;eor
        691;19411201;19411231;    5;   -999;    94.7;     18;   16.2;eor
        691;19420101;19420131;    5;   -999;    28.9;     14;   10.1;eor
        691;19420201;19420228;    5;   -999;    26.4;    267;   10.7;eor
        691;19420301;19420331;    5;   -999;    32.6;     36;   11.5;eor
        691;19420401;19420430;    5;   -999;    23.2;      0;    7.1;eor
        691;19420501;19420531;    5;   -999;    65.6;      0;   15.5;eor
        691;19420601;19420630;    5;   -999;    43.0;      0;   18.0;eor
        691;19420701;19420731;    5;   -999;   169.7;      0;   30.7;eor
        691;19420801;19420831;    5;   -999;    22.6;      0;    4.7;eor
        691;19420901;19420930;    5;   -999;    28.2;      0;    7.9;eor
        691;19421001;19421031;    5;   -999;    84.9;      0;   12.0;eor
        691;19421101;19421130;    5;   -999;    64.3;      3;   11.2;eor
        691;19421201;19421231;    5;   -999;    34.8;      7;   14.2;eor
        691;19430101;19430131;    5;   -999;    63.7;     45;   11.2;eor
        691;19430201;19430228;    5;   -999;    68.3;      0;   16.4;eor
        691;19430301;19430331;    5;   -999;    23.2;      0;    9.7;eor
        691;19430401;19430430;    5;   -999;    46.2;      0;    9.2;eor
        691;19430501;19430531;    5;   -999;    25.4;      0;    7.7;eor
        691;19430601;19430630;    5;   -999;    68.8;      0;   11.3;eor
        691;19430701;19430731;    5;   -999;    36.9;      0;    7.7;eor
        691;19430801;19430831;    5;   -999;   129.7;      0;   16.8;eor
        691;19430901;19430930;    5;   -999;    27.1;      0;   12.5;eor
        691;19431001;19431031;    5;   -999;    14.6;      0;    4.8;eor
        691;19431101;19431130;    5;   -999;    71.8;      0;    9.5;eor
        691;19431201;19431231;    5;   -999;    18.6;      3;    9.2;eor
        691;19440101;19440131;    5;   -999;    74.3;      2;   11.4;eor
        691;19440201;19440229;    5;   -999;    38.9;     11;    7.2;eor
        691;19440301;19440331;    5;   -999;    43.5;      2;    7.1;eor
        691;19440401;19440430;    5;   -999;    27.2;      0;    4.8;eor
        691;19440501;19440531;    5;   -999;    51.2;      0;   11.9;eor
        691;19440601;19440630;    5;   -999;    92.3;      0;   15.0;eor
        691;19440701;19440731;    5;   -999;   107.2;      0;   26.5;eor
        691;19440801;19440831;    5;   -999;    29.8;      0;    9.1;eor
        691;19440901;19440930;    5;   -999;    77.6;      0;    8.7;eor
        691;19441001;19441031;    5;   -999;    51.3;      0;   14.7;eor
        691;19441101;19441130;    5;   -999;    95.8;      0;   15.7;eor
        691;19441201;19441231;    5;   -999;    49.9;      2;   10.1;eor
        691;19450101;19450131;    5;   -999;    28.4;    116;    6.8;eor
        691;19450201;19450228;    5;   -999;    -999;      0;   19.2;eor
        691;19460301;19460331;    5;   -999;    32.1;     45;   10.2;eor
        691;19460401;19460430;    5;   -999;     7.6;      0;    2.5;eor
        691;19460501;19460531;    5;   -999;    83.9;      0;   20.1;eor
        691;19460601;19460630;    5;   -999;    67.4;      0;   10.7;eor
        691;19460701;19460731;    5;   -999;    48.0;      0;   13.5;eor
        691;19460801;19460831;    5;   -999;    74.8;      0;   27.4;eor
        691;19460901;19460930;    5;   -999;    72.2;      0;   14.5;eor
        691;19461001;19461031;    5;   -999;    70.6;      0;   18.0;eor
        691;19461101;19461130;    5;   -999;    35.3;      0;   10.9;eor
        691;19461201;19461231;    5;   -999;     8.5;     17;    2.5;eor
        691;19470101;19470131;    5;   -999;    27.2;     34;    9.6;eor
        691;19470201;19470228;    5;   -999;    27.1;    143;    8.9;eor
        691;19470301;19470331;    5;   -999;    71.5;    156;   15.2;eor
        691;19470401;19470430;    5;   -999;    50.1;      0;   15.4;eor
        691;19470501;19470531;    5;   -999;    20.8;      0;    8.4;eor
        691;19470601;19470630;    5;   -999;    50.7;      0;   12.5;eor
        691;19470701;19470731;    5;   -999;    93.6;      0;   47.0;eor
        691;19470801;19470831;    5;   -999;    28.5;      0;   21.3;eor
        691;19470901;19470930;    5;   -999;    43.0;      0;   10.6;eor
        691;19471001;19471031;    5;   -999;    23.3;      0;   10.2;eor
        691;19471101;19471130;    5;   -999;   124.3;      4;   25.2;eor
        691;19471201;19471231;    5;   -999;   101.4;      3;   15.2;eor
        691;19480101;19480131;    5;   -999;   119.7;     15;   28.7;eor
        691;19480201;19480229;    5;   -999;    49.7;      0;   15.9;eor
        691;19480301;19480331;    5;   -999;    24.1;      0;    9.3;eor
        691;19480401;19480430;    5;   -999;    32.4;      0;    8.8;eor
        691;19480501;19480531;    5;   -999;    51.1;      0;   16.7;eor
        691;19480601;19480630;    5;   -999;    68.1;      0;   14.1;eor
        691;19480701;19480731;    5;   -999;   116.2;      0;   20.5;eor
        691;19480801;19480831;    5;   -999;    86.6;      0;   26.2;eor
        691;19480901;19480930;    5;   -999;    45.4;      0;   17.5;eor
        691;19481001;19481031;    5;   -999;    17.6;      0;    3.2;eor
        691;19481101;19481130;    5;   -999;    24.5;      0;    9.4;eor
        691;19481201;19481231;    5;   -999;    19.6;      0;    7.2;eor
        691;19490101;19490131;    5;   -999;    31.7;      0;    5.2;eor
        691;19490201;19490228;    5;   -999;    37.0;      0;   10.3;eor
        691;19490301;19490331;    5;   -999;    40.4;      6;   16.2;eor
        691;19490401;19490430;    5;   -999;    80.1;      0;   15.4;eor
        691;19490501;19490531;    5;   -999;   118.7;      0;   17.4;eor
        691;19490601;19490630;    5;   -999;    39.3;      0;   13.3;eor
        691;19490701;19490731;    5;   -999;    47.0;      0;   21.9;eor
        691;19490801;19490831;    5;   -999;    49.1;      0;   25.8;eor
        691;19490901;19490930;    5;   -999;    81.6;      0;   21.8;eor
        691;19491001;19491031;    5;   -999;    17.8;      0;    4.9;eor
        691;19491101;19491130;    5;   -999;    82.1;      0;   23.4;eor
        691;19491201;19491231;    5;   -999;   114.0;      0;   21.0;eor
        691;19500101;19500131;    5;   -999;    44.5;      1;   15.0;eor
        691;19500201;19500228;    5;   -999;    79.5;      8;   14.7;eor
        691;19500301;19500331;    5;   -999;    23.8;      0;    7.3;eor
        691;19500401;19500430;    5;   -999;    80.5;      0;   12.3;eor
        691;19500501;19500531;    5;   -999;   103.6;      0;   27.6;eor
        691;19500601;19500630;    5;   -999;    42.3;      0;   13.9;eor
        691;19500701;19500731;    5;   -999;   108.3;      0;   21.7;eor
        691;19500801;19500831;    5;   -999;    28.9;      0;    6.6;eor
        691;19500901;19500930;    5;   -999;   123.0;      0;   31.1;eor
        691;19501001;19501031;    5;   -999;    37.7;      0;   10.0;eor
        691;19501101;19501130;    5;   -999;    73.5;      0;   12.0;eor
        691;19501201;19501231;    5;   -999;    33.0;      0;   14.6;eor
        691;19510101;19510131;    5;   -999;    85.8;      9;   12.8;eor
        691;19510201;19510228;    5;   -999;    72.8;     15;   24.6;eor
        691;19510301;19510331;    5;   -999;   107.2;      5;   30.7;eor
        691;19510401;19510430;    5;   -999;    55.4;      0;   11.3;eor
        691;19510501;19510531;    5;   -999;    76.7;      0;   14.1;eor
        691;19510601;19510630;    5;   -999;    73.0;      0;   24.2;eor
        691;19510701;19510731;    5;   -999;    78.6;      0;   16.5;eor
        691;19510801;19510831;    5;   -999;    35.0;      0;    9.7;eor
        691;19510901;19510930;    5;   -999;    46.1;      0;   15.4;eor
        691;19511001;19511031;    5;   -999;    19.3;      0;   17.1;eor
        691;19511101;19511130;    5;   -999;   107.8;      0;   29.2;eor
        691;19511201;19511231;    5;   -999;    62.8;      0;   15.0;eor
        691;19520101;19520131;    5;   -999;    61.4;      9;    9.4;eor
        691;19520201;19520229;    5;   -999;    25.3;     25;    6.2;eor
        691;19520301;19520331;    5;   -999;    79.3;     14;   21.0;eor
        691;19520401;19520430;    5;   -999;    22.2;      5;   11.1;eor
        691;19520501;19520531;    5;   -999;    52.7;      0;   11.6;eor
        691;19520601;19520630;    5;   -999;    69.4;      0;   11.6;eor
        691;19520701;19520731;    5;   -999;    51.2;      0;   10.8;eor
        691;19520801;19520831;    5;   -999;   115.4;      0;   20.5;eor
        691;19520901;19520930;    5;   -999;    59.5;      0;   13.5;eor
        691;19521001;19521031;    5;   -999;    85.4;      0;   16.6;eor
        691;19521101;19521130;    5;   -999;    73.2;      1;    9.6;eor
        691;19521201;19521231;    5;   -999;    60.3;     17;   10.4;eor
        691;19530101;19530131;    5;   -999;    31.0;      3;    8.7;eor
        691;19530201;19530228;    5;   -999;    35.5;     82;    9.6;eor
        691;19530301;19530331;    5;   -999;    25.7;      0;    7.6;eor
        691;19530401;19530430;    5;   -999;    40.7;      0;   16.7;eor
        691;19530501;19530531;    5;   -999;    83.7;      0;   14.8;eor
        691;19530601;19530630;    5;   -999;    78.0;      0;   30.9;eor
        691;19530701;19530731;    5;   -999;    96.7;      0;   25.1;eor
        691;19530801;19530831;    5;   -999;   102.4;      0;   17.1;eor
        691;19530901;19530930;    5;   -999;    70.9;      0;   10.4;eor
        691;19531001;19531031;    5;   -999;    20.3;      0;    5.2;eor
        691;19531101;19531130;    5;   -999;    41.6;      0;   20.5;eor
        691;19531201;19531231;    5;   -999;    39.8;      0;    6.0;eor
        691;19540101;19540131;    5;   -999;    46.5;      2;    8.8;eor
        691;19540201;19540228;    5;   -999;    24.8;     77;    6.2;eor
        691;19540301;19540331;    5;   -999;    44.0;      3;    9.4;eor
        691;19540401;19540430;    5;   -999;    26.6;      0;    7.9;eor
        691;19540501;19540531;    5;   -999;    40.8;      0;   16.7;eor
        691;19540601;19540630;    5;   -999;    52.1;      0;   10.4;eor
        691;19540701;19540731;    5;   -999;   126.5;      0;   30.6;eor
        691;19540801;19540831;    5;   -999;   114.1;      0;   18.3;eor
        691;19540901;19540930;    5;   -999;    72.5;      0;   17.8;eor
        691;19541001;19541031;    5;   -999;    86.4;      0;   23.0;eor
        691;19541101;19541130;    5;   -999;    71.5;      0;   30.0;eor
        691;19541201;19541231;    5;   -999;    90.2;      0;   16.2;eor
        691;19550101;19550131;    5;   -999;    44.9;     55;   20.6;eor
        691;19550201;19550228;    5;   -999;    31.3;    100;    7.4;eor
        691;19550301;19550331;    5;   -999;    39.0;     38;    7.4;eor
        691;19550401;19550430;    5;   -999;    51.4;      0;    9.2;eor
        691;19550501;19550531;    5;   -999;    56.1;      0;    8.5;eor
        691;19550601;19550630;    5;   -999;    74.5;      0;   25.0;eor
        691;19550701;19550731;    5;   -999;    75.8;      0;   28.0;eor
        691;19550801;19550831;    5;   -999;    84.2;      0;   37.3;eor
        691;19550901;19550930;    5;   -999;    62.9;      0;   11.1;eor
        691;19551001;19551031;    5;   -999;    99.2;      0;   27.9;eor
        691;19551101;19551130;    5;   -999;    30.6;      0;    5.9;eor
        691;19551201;19551231;    5;   -999;    98.7;      0;   21.5;eor
        691;19560101;19560131;    5;   -999;    91.6;     16;   20.8;eor
        691;19560201;19560229;    5;   -999;    30.7;    202;   11.2;eor
        691;19560301;19560331;    5;   -999;    50.9;      1;   15.2;eor
        691;19560401;19560430;    5;   -999;    40.5;      6;   11.7;eor
        691;19560501;19560531;    5;   -999;    57.0;      0;   20.6;eor
        691;19560601;19560630;    5;   -999;    83.1;      0;   15.4;eor
        691;19560701;19560731;    5;   -999;   166.9;      0;   41.6;eor
        691;19560801;19560831;    5;   -999;   112.0;      0;   17.9;eor
        691;19560901;19560930;    5;   -999;    70.8;      0;   31.6;eor
        691;19561001;19561031;    5;   -999;    50.3;      0;   11.8;eor
        691;19561101;19561130;    5;   -999;    49.1;      0;   10.1;eor
        691;19561201;19561231;    5;   -999;    50.2;      1;   10.7;eor
        691;19570101;19570131;    5;   -999;    61.9;      0;   17.3;eor
        691;19570201;19570228;    5;   -999;    64.2;      3;   14.1;eor
        691;19570301;19570331;    5;   -999;    70.0;      0;   14.3;eor
        691;19570401;19570430;    5;   -999;    12.9;      0;    5.1;eor
        691;19570501;19570531;    5;   -999;    43.9;      0;    8.7;eor
        691;19570601;19570630;    5;   -999;    59.6;      0;   13.0;eor
        691;19570701;19570731;    5;   -999;    86.9;      0;   16.0;eor
        691;19570801;19570831;    5;   -999;    88.1;      0;   27.1;eor
        691;19570901;19570930;    5;   -999;   133.8;      0;   24.1;eor
        691;19571001;19571031;    5;   -999;    34.8;      0;    9.0;eor
        691;19571101;19571130;    5;   -999;    35.8;      0;   19.9;eor
        691;19571201;19571231;    5;   -999;    88.0;     90;   28.9;eor
        691;19580101;19580131;    5;   -999;    65.3;     66;   11.5;eor
        691;19580201;19580228;    5;   -999;    94.4;     50;   18.3;eor
        691;19580301;19580331;    5;   -999;    15.5;     24;    5.2;eor
